_id,_type,item,long,oid,pin,short
423,vertex,_id,YPR144c similarity to YDR060w and C.elegans hypothetical protein,423,U,YPR144C
424,vertex,_id,YGR081c weak similarity to mammalian myosin heavy chain,424,U,YGR081C
425,vertex,_id,KRE33 similarity to A.ambisexualis antheridiol steroid receptor,425,C,YNL132W
427,vertex,_id,YMR093w weak similarity to PWP2P,427,U,YMR093W
428,vertex,_id,KRE31 similarity to M.sexta steroid regulated MNG10 protein,428,U,YER082C
429,vertex,_id,SAM1 S-adenosylmethionine synthetase 1,429,G,YLR180W
430,vertex,_id,EMG1 strong similarity to S.pombe hypothetical protein C18G6.07C,430,U,YLR186W
431,vertex,_id,LTV1 low-temperature viability protein,431,R,YKL143W
432,vertex,_id,RCL1 similarity to human RNA 3-terminal phosphate cyclase,432,T,YOL010W
433,vertex,_id,MPP10 component of the U3 small nucleolar ribonucleoprotein,433,T,YJR002W
434,vertex,_id,"ENT1 clathrin binding protein,required for endocytosis",434,O,YDL161W
435,vertex,_id,EPL1 weak similarity to YMR164c and GAL11P,435,U,YFL024C
436,vertex,_id,YAF9 similarity to human AF-9 protein,436,B,YNL107W
438,vertex,_id,YEL018w weak similarity to RAD50P,438,U,YEL018W
439,vertex,_id,ESA1 histone acetyltransferase,439,D,YOR244W
440,vertex,_id,VID21 weak similarity to human trichohyalin,440,U,YDR359C
441,vertex,_id,TRA1 component of the Ada-Spt transcriptional regulatory complex,441,B,YHR099W
442,vertex,_id,NOP2 nucleolar protein,442,T,YNL061W
443,vertex,_id,NOC2 crucial for intranuclear movement of ribosomal precursor particles,443,O,YOR206W
445,vertex,_id,BRX1 strong similarity to C.elegans K12H4.3 protein,445,U,YOL077C
446,vertex,_id,"ERG10 acetyl-CoA C-acetyltransferase,cytosolic",446,M,YPL028W
448,vertex,_id,RRN3 RNA polymerase I specific transcription factor,448,T,YKL125W
449,vertex,_id,YNL119w weak similarity to M.jannaschii hypothetical protein MJ1257,449,P,YNL119W
450,vertex,_id,ERO1 required for protein disulfide bond formation in the ER,450,F,YML130C
452,vertex,_id,ERV41 component of copii vesicles involved in transport between the ER and golgi complex,452,O,YML067C
453,vertex,_id,SEC13 protein transport protein,453,O,YLR208W
454,vertex,_id,ERP1 p24 protein involved in membrane trafficking,454,O,YAR002C-A
455,vertex,_id,"PHB1 prohibitin,antiproliferative protein",455,D,YGR132C
456,vertex,_id,ERP2 p24 protein involved in membrane trafficking,456,O,YAL007C
458,vertex,_id,"ERV25 component of the COPII-coated vesicles,25 Kda",458,O,YML012W
459,vertex,_id,NIP7 required for efficient 60S ribosome subunit biogenesis,459,T,YPL211W
461,vertex,_id,YAP1 transcriptional activator involved in oxidative stress response,461,B,YML007W
462,vertex,_id,ARP4 actin-related protein,462,C,YJL081C
464,vertex,_id,"ETF-BETA electron-transferring flavoprotein,beta chain",464,E,YGR207C
466,vertex,_id,VPS9 vacuolar sorting protein,466,O,YML097C
467,vertex,_id,SEC10 required for exocytosis,467,O,YLR166C
469,vertex,_id,SEC6 protein transport protein,469,O,YIL068C
471,vertex,_id,SEC3 component of exocyst complex,471,O,YER008C
472,vertex,_id,FAL1 involved in maturation of 18S rRNA,472,T,YDR021W
474,vertex,_id,FIP1 component of pre-mRNA polyadenylation factor PF I,474,T,YJR093C
475,vertex,_id,RSA3 hypothetical protein,475,U,YLR221C
476,vertex,_id,YML030w weak similarity to CG9921 D. melanogaster,476,U,YML030W
477,vertex,_id,YCL046w questionable ORF,477,U,YCL046W
478,vertex,_id,"FPR1 peptidyl-prolyl cis-trans isomerase,FK506-binding protein",478,F,YNL135C
480,vertex,_id,"TFB1 TFIIH subunit (transcription initiation factor),75 kD",480,T,YDR311W
481,vertex,_id,"SSL1 TFIIH subunit (transcription initiation factor),factor B",481,T,YLR005W
482,vertex,_id,FRQ1 regulator of phosphatidylinositol-4-OH kinase protein,482,C,YDR373W
483,vertex,_id,"FRS1 phenylalanyl-tRNA synthetase,alpha subunit,cytosolic",483,P,YLR060W
484,vertex,_id,"FRS2 phenylalanine--tRNA ligase beta chain,cytosolic",484,P,YFL022C
485,vertex,_id,FTH1 similarity to Iron permease FTR1P (YER145c),485,A,YBR207W
486,vertex,_id,RPN3 26S proteasome regulatory subunit,486,F,YER021W
487,vertex,_id,GEA2 GDP/GTP exchange factor for ARF,487,O,YEL022W
488,vertex,_id,FET5 multicopy oxidase,488,O,YFL041W
489,vertex,_id,FYV9 similarity to probable methyltransferase S. pombe,489,F,YDR140W
490,vertex,_id,GAR1 nucleolar rRNA processing protein,490,T,YHR089C
491,vertex,_id,YKL014c similarity to hypothetical protein SPCC14G10.02 S. pombe,491,U,YKL014C
492,vertex,_id,FYV14 weak similarity to potato small nuclear ribonucleoprotein U2B and human splicing factor homolog,492,U,YDL213C
493,vertex,_id,"MRP7 ribosomal protein YmL2 precursor,mitochondrial",493,P,YNL005C
494,vertex,_id,GCD1 translation initiation factor eIF2bgamma subunit,494,P,YOR260W
495,vertex,_id,"PDC1 pyruvate decarboxylase,isozyme 1",495,E,YLR044C
496,vertex,_id,GCD11 translation initiation factor eIF2 gamma chain,496,P,YER025W
497,vertex,_id,SUI3 translation initiation factor eIF2 beta subunit,497,P,YPL237W
498,vertex,_id,"SUI2 translation initiation factor eIF2,alpha chain",498,P,YJR007W
499,vertex,_id,"GCN3 translation initiation factor eIF2B,34 KD,alpha subunit",499,P,YKR026C
501,vertex,_id,"GCD6 translation initiation factor eIF2b epsilon,81 kDa subunit",501,P,YDR211W
502,vertex,_id,"GCD2 translation initiation factor eIF2B,71 kDa (delta) subunit",502,P,YGR083C
503,vertex,_id,GCN2 ser/thr protein kinase,503,P,YDR283C
504,vertex,_id,SNU66 component of U4/U6.U5 snRNP,504,T,YOR308C
505,vertex,_id,PRP31 pre-mRNA splicing protein,505,T,YGR091W
506,vertex,_id,AAR2 A1 cistron splicing factor,506,T,YBL074C
509,vertex,_id,PRP4 U4/U6 snRNP 52 KD protein,509,T,YPR178W
510,vertex,_id,GCN20 positive effector of GCN2P,510,P,YFR009W
511,vertex,_id,GUT1 glycerol kinase,511,M,YHL032C
513,vertex,_id,GCS1 ADP-ribosylation factor GTPase-activating protein (ARF-GAP),513,O,YDL226C
514,vertex,_id,GCV2 glycine decarboxylase P subunit,514,G,YMR189W
515,vertex,_id,"GCV3 glycine decarboxylase,subunit H",515,G,YAL044C
516,vertex,_id,GDI1 GDP dissociation inhibitor,516,O,YER136W
517,vertex,_id,YPT31 GTP-binding protein of the rab family,517,O,YER031C
518,vertex,_id,YPT1 GTP-binding protein of the rab family,518,O,YFL038C
520,vertex,_id,GGA2 Arf-binding protein,520,O,YHR108W
521,vertex,_id,GLN4 glutaminyl-tRNA synthetase,521,P,YOR168W
522,vertex,_id,GLO2 glyoxalase II (hydroxyacylglutathione hydrolase),522,M,YDR272W
523,vertex,_id,GLO3 zinc finger protein,523,B,YER122C
524,vertex,_id,GPA2 guanine nucleotide-binding regulatory protein,524,C,YER020W
526,vertex,_id,GPI10 required for Glycosyl Phosphatdyl Inositol synthesis,526,M,YGL142C
527,vertex,_id,GPI8 essential for GPI anchor attachment,527,F,YDR331W
528,vertex,_id,"GRX5 member of the subfamily of yeast glutaredoxins (Grx3,GRX4,and Grx5)",528,R,YPL059W
529,vertex,_id,GSH2 Glutathione synthetase,529,M,YOL049W
530,vertex,_id,GTR2 similarity to human ragA protein and GTR1P,530,U,YGR163W
534,vertex,_id,GUK1 guanylate kinase,534,M,YDR454C
535,vertex,_id,GYP7 GTPase-activating protein for YPT7P,535,C,YDL234C
536,vertex,_id,HAM1 controls 6-N-hydroxylaminopurine sensitivity and mutagenesis,536,R,YJR069C
537,vertex,_id,HAP2 CCAAT-binding factor subunit,537,B,YGL237C
538,vertex,_id,HAP5 CCAAT-binding factor subunit,538,B,YOR358W
539,vertex,_id,HAP3 CCAAT-binding factor subunit,539,B,YBL021C
540,vertex,_id,HAT1 histone acetyltransferase subunit,540,F,YPL001W
541,vertex,_id,HAT2 subunit of the major yeast histone acetyltransferase,541,B,YEL056W
542,vertex,_id,HIF1 HAT1 Interacting Factor 1,542,U,YLL022C
543,vertex,_id,HCA4 can suppress the U14 snoRNA rRNA processing function,543,T,YJL033W
544,vertex,_id,"NOP12 weak similarity to M.sativa NUM1,hnRNP protein from C. tentans and D. melanogaster,murine/bovine poly(A) binding protein II,and NSR1P",544,U,YOL041C
545,vertex,_id,SRO9 La motif-containing proteins that modulate mRNA translation,545,T,YCL037C
547,vertex,_id,"PLO2 weak similarity to USO1P,YPR179c and fruit fly tropomyosin",547,U,YDR295C
548,vertex,_id,"PLO1 similarity to PLO2P,weak similarity to C-terminal region of Nip80p",548,U,YPR179C
549,vertex,_id,HHF1 histone H4,549,B,YBR009C
550,vertex,_id,NMD5 NAM7P interacting protein,550,M,YJR132W
552,vertex,_id,ECM5 involved in cell wall biogenesis and architecture,552,C,YMR176W
553,vertex,_id,LIP2 lipoic acid ligase,553,M,YLR239C
554,vertex,_id,YOL054w weak similarity to transcription factors,554,U,YOL054W
555,vertex,_id,PRO1 glutamate 5-kinase,555,G,YDR300C
557,vertex,_id,"DYN1 dynein heavy chain,cytosolic",557,O,YKR054C
558,vertex,_id,RSC3 similarity to transcriptional regulator proteins,558,B,YDR303C
559,vertex,_id,MAC1 metal binding activator,559,B,YMR021C
560,vertex,_id,VTH2 strong similarity to PEP1P,560,O,YJL222W
561,vertex,_id,MSB1 morphogenesis-related protein,561,C,YOR188W
563,vertex,_id,YPR077c questionable ORF,563,U,YPR077C
564,vertex,_id,"GLY1 L-threonine aldolase,low-specific",564,G,YEL046C
566,vertex,_id,"RPC40 DNA-directed RNA polymerase I,III 40 KD subunit",566,T,YPR110C
567,vertex,_id,YFR006w similarity to X-Pro dipeptidases,567,F,YFR006W
568,vertex,_id,TEL1 telomere length control protein,568,D,YBL088C
572,vertex,_id,HMT1 hnRNP arginine N-methyltransferase,572,F,YBR034C
573,vertex,_id,HNT1 similarity to protein kinase C inhibitor-I,573,M,YDL125C
574,vertex,_id,HOG1 ser/thr protein kinase of MAP kinase (MAPK) family,574,A,YLR113W
576,vertex,_id,AEP1 nuclear control of ATPase messenger RNA expression protein,576,T,YMR064W
577,vertex,_id,TCM10 hypothetical protein,577,U,YDR350C
578,vertex,_id,"SES1 seryl-tRNA synthetase,cytosolic",578,P,YDR023W
579,vertex,_id,AEP2 required for the expression of subunit-9 of atp synthase,579,P,YMR282C
580,vertex,_id,HRT2 high level expression reduced Ty3 transposition,580,U,YMR027W
581,vertex,_id,HSH49 essential yeast splicing factor,581,T,YOR319W
582,vertex,_id,HSL7 adapter in a regulatory pathway that relieves tyrosine phosphorylation of CDC28,582,D,YBR133C
584,vertex,_id,RPN12 26S proteasome regulatory subunit,584,F,YFR052W
586,vertex,_id,RPN6 subunit of the regulatory particle of the proteasome,586,F,YDL097C
587,vertex,_id,RPT5 26S proteasome regulatory subunit,587,F,YOR117W
588,vertex,_id,RPT3 26S proteasome regulatory subunit,588,F,YDR394W
592,vertex,_id,NPL6 nuclear protein localization factor,592,F,YMR091C
593,vertex,_id,MOT1 transcriptional accessory protein,593,B,YPL082C
594,vertex,_id,STH1 subunit of the RSC complex,594,D,YIL126W
597,vertex,_id,"RPC82 DNA-directed RNA polymerase III,82 KD subunit",597,T,YPR190C
598,vertex,_id,"KAP114 Member of the karyopherin-beta family,nuclear import",598,O,YGL241W
599,vertex,_id,HUL5 ubiquitin-protein ligase (E3),599,T,YGL141W
601,vertex,_id,ILS1 isoleucyl-tRNA synthetase,601,P,YBL076C
602,vertex,_id,"ILV6 acetolactate synthase,regulatory subunit",602,G,YCL009C
603,vertex,_id,IML3 weak similarity to N.crassa chitin synthase,603,D,YBR107C
604,vertex,_id,AME1 actin related protein,604,D,YBR211C
605,vertex,_id,MCM22 required for maintenance of chromosomes and minichromosomes,605,D,YJR135C
606,vertex,_id,Unknow protein !!!,606,U,YDR318W
607,vertex,_id,CHL4 chromosome segregation protein,607,D,YDR254W
609,vertex,_id,CTF19 involved in chromosome segregation,609,D,YPL018W
610,vertex,_id,YDR383c weak similarity to S.pombe paramyosin,610,U,YDR383C
611,vertex,_id,"IPP1 inorganic pyrophosphatase,cytoplasmic",611,M,YBR011C
612,vertex,_id,YPL066w hypothetical protein,612,U,YPL066W
613,vertex,_id,"PPA2 inorganic pyrophosphatase,mitochondrial",613,E,YMR267W
616,vertex,_id,IRR1 essential protein,616,D,YIL026C
618,vertex,_id,DOR1 weak similarity to unnamed ORF Mus musculus brain cDNA,618,U,YML071C
619,vertex,_id,XKS1 xylulokinase,619,M,YGR194C
620,vertex,_id,Unknow protein !!!,620,U,YFR013W
622,vertex,_id,RSC8 subunit of the RSC complex,622,B,YFR037C
624,vertex,_id,"RSC4 member of RSC complex,which remodels the structure of chromatin",624,D,YKR008W
625,vertex,_id,ITC1 subunit of ISW2 chromatin remodelling complex,625,B,YGL133W
626,vertex,_id,RSC58 hypothetical protein,626,U,YLR033W
627,vertex,_id,KAP104 beta-karyopherin,627,O,YBR017C
628,vertex,_id,ECM29 involved in cell wall biogenesis and architecture,628,C,YHL030W
630,vertex,_id,KCS1 potential transcription factor of the BZIP type,630,B,YDR017C
631,vertex,_id,KGD1 2-oxoglutarate dehydrogenase complex E1 component,631,E,YIL125W
632,vertex,_id,KGD2 2-oxoglutarate dehydrogenase complex E2 component,632,E,YDR148C
633,vertex,_id,LPD1 dihydrolipoamide dehydrogenase precursor,633,G,YFL018C
634,vertex,_id,"YMR31 ribosomal protein,mitochondrial",634,P,YFR049W
635,vertex,_id,KIN3 ser/thr protein kinase,635,U,YAR018C
636,vertex,_id,KIN82 ser/thr protein kinase,636,U,YCR091W
637,vertex,_id,KIP1 kinesin-related protein,637,D,YBL063W
639,vertex,_id,"VMA13 H+-ATPase V1 domain 54 KD subunit,vacuolar",639,O,YPR036W
640,vertex,_id,"BMS1 GTP-binding protein,required for distinct steps of 40S ribosome biogenesis",640,T,YPL217C
641,vertex,_id,DIP2 DOM34P-interacting protein,641,D,YLR129W
642,vertex,_id,YJL109c weak similarity to ATPase DRS2P,642,U,YJL109C
643,vertex,_id,NAN1 weak similarity to fruit fly TFIID subunit p85,643,D,YPL126W
644,vertex,_id,PWP2 periodic tryptophan protein,644,C,YCR057C
645,vertex,_id,Unknow protein !!!,645,U,YPR122C
647,vertex,_id,YDR324c weak similarity to beta transducin from S. pombe and other WD-40 repeat containing proteins,647,U,YDR324C
648,vertex,_id,CST29 similarity to DIP2P,648,U,YLR222C
649,vertex,_id,YGR145w similarity to C.elegans hypothetical protein,649,U,YGR145W
650,vertex,_id,"HSL1 ser/thr protein kinase,coupling septin ring assembly to cell cycle progression",650,D,YKL101W
652,vertex,_id,NMD3 nonsense-mediated mRNA decay protein,652,T,YHR170W
653,vertex,_id,YBR267w similarity to hypothetical protein YLR387c,653,U,YBR267W
654,vertex,_id,LCP5 NGG1P interacting protein,654,T,YER127W
655,vertex,_id,YDL166c weak similarity to Pyrococcus horikoshii hypothetical protein PHBJ019,655,U,YDL166C
656,vertex,_id,BFR2 involved in protein transport steps at the Brefeldin A blocks,656,O,YDR299W
657,vertex,_id,"RRP9 protein associated with the U3 small nucleolar RNA,required for pre-ribosomal RNA processing",657,T,YPR137W
658,vertex,_id,YKR060w similarity to hypothetical protein S. pombe,658,U,YKR060W
659,vertex,_id,"KRS1 lysyl-tRNA synthetase,cytosolic",659,P,YDR037W
661,vertex,_id,LAS17 component of actin cortical patches,661,C,YOR181W
662,vertex,_id,END3 required for endocytosis and cytoskeletal organization,662,C,YNL084C
663,vertex,_id,Unknow protein !!!,663,U,YFR024C-A
664,vertex,_id,LCB2 serine C-palmitoyltransferase subunit,664,M,YDR062W
665,vertex,_id,"CRM1 nuclear export factor,exportin",665,O,YGR218W
666,vertex,_id,SAM2 S-adenosylmethionine synthetase 2,666,G,YDR502C
667,vertex,_id,LCB1 serine C-palmitoyltransferase subunit,667,M,YMR296C
668,vertex,_id,"MIR1 phosphate transport protein,mitochondrial (MCF)",668,O,YJR077C
669,vertex,_id,YHR020w strong similarity to human glutamyl-prolyl-tRNA synthetase and fruit fly multifunctional aminoacyl-tRNA synthetase,669,P,YHR020W
671,vertex,_id,LSM1 Sm-like (Lsm) protein,671,T,YJL124C
672,vertex,_id,LSM6 Sm-like (Lsm) protein,672,T,YDR378C
673,vertex,_id,LSM5 Sm-like (Lsm) protein,673,T,YER146W
674,vertex,_id,LSM4 Sm-like (Lsm) protein,674,T,YER112W
675,vertex,_id,LSM3 Sm-like (Lsm) protein,675,T,YLR438C-A
676,vertex,_id,LSM2 Sm-like (Lsm) protein,676,T,YBL026W
677,vertex,_id,PAT1 topoisomerase II-associated protein,677,U,YCR077C
678,vertex,_id,NAM7 nonsense-mediated mRNA decay protein,678,P,YMR080C
679,vertex,_id,LSM7 Sm-like (Lsm) protein,679,T,YNL147W
680,vertex,_id,DIB1 required for mitosis,680,D,YPR082C
681,vertex,_id,SNU23 Putative RNA binding zinc finger protein,681,T,YDL098C
682,vertex,_id,PRP24 pre-mRNA splicing factor,682,T,YMR268C
683,vertex,_id,LST8 required for transport of permeases from the golgi to the plasma membrane,683,O,YNL006W
684,vertex,_id,PGK1 phosphoglycerate kinase,684,E,YCR012W
685,vertex,_id,LTE1 GDP/GTP exchange factor,685,D,YAL024C
686,vertex,_id,KEL1 involved in cell fusion and morphology,686,C,YHR158C
687,vertex,_id,PRP39 pre-mRNA splicing factor,687,T,YML046W
688,vertex,_id,SMX3 snRNA-associated protein of the SM family,688,T,YPR182W
690,vertex,_id,"PRP42 U1 snRNP associated protein,required for pre-mRNA splicing",690,T,YDR235W
691,vertex,_id,PRP40 splicing factor,691,T,YKL012W
693,vertex,_id,"LYS9 saccharopine dehydrogenase (NADP+,L-glutamate forming)",693,G,YNR050C
694,vertex,_id,MAK3 N-acetyltransferase,694,F,YPR051W
695,vertex,_id,Unknow protein !!!,695,U,YCR020C-A
696,vertex,_id,MAK10 glucose-repressible protein,696,E,YEL053C
697,vertex,_id,MAK5 ATP-dependent RNA helicase,697,T,YBR142W
698,vertex,_id,YMR163c hypothetical protein,698,U,YMR163C
699,vertex,_id,SEC7 component of non-clathrin vesicle coat,699,O,YDR170C
700,vertex,_id,SKI2 antiviral protein and putative helicase,700,R,YLR398C
701,vertex,_id,MAL32 alpha-glucosidase,701,M,YBR299W
703,vertex,_id,MAS1 mitochondrial processing peptidase,703,F,YLR163C
704,vertex,_id,SMC4 Stable Maintenance of Chromosomes,704,C,YLR086W
705,vertex,_id,"MAS2 processing peptidase,catalytic 53kDa (alpha) subunit,mitochondrial",705,F,YHR024C
706,vertex,_id,"MBP1 transcription factor,subunit of the MBF factor",706,B,YDL056W
708,vertex,_id,MCD1 Mitotic Chromosome Determinant,708,D,YDL003W
710,vertex,_id,SMC1 chromosome segregation protein,710,D,YFL008W
711,vertex,_id,SCC4 protein required for sister chromatid cohesion,711,U,YER147C
712,vertex,_id,"MCM2 member of the MCM2P,MCM3P,CDC46P family",712,D,YBL023C
713,vertex,_id,GLT1 glutamate synthase (NAPDPH) (GOGAT),713,G,YDL171C
714,vertex,_id,MCM6 involved in replication,714,D,YGL201C
718,vertex,_id,TOM40 forms the hydrophilic channel of the mitochondrial import pore for preproteins,718,O,YMR203W
719,vertex,_id,MPM1 hypothetical protein,719,U,YJL066C
720,vertex,_id,MDR1 MAC1P interacting protein,720,O,YGR100W
721,vertex,_id,MED2 transcriptional regulation mediator,721,T,YDL005C
722,vertex,_id,RGR1 DNA-directed RNA polymerase II holoenzyme subunit,722,T,YLR071C
723,vertex,_id,NUT2 negative transcription regulator from artifical reporters,723,B,YPR168W
724,vertex,_id,NUT1 negative transcription regulator from artifical reporters,724,B,YGL151W
725,vertex,_id,GAL11 DNA-directed RNA polymerase II holoenzyme and Kornbergs mediator (SRB) subcomplex subunit,725,T,YOL051W
726,vertex,_id,MED8 transcriptional regulation mediator,726,T,YBR193C
727,vertex,_id,MED7 member of RNA Polymerase II transcriptional regulation mediator complex,727,B,YOL135C
728,vertex,_id,SSN3 cyclin-dependent CTD kinase,728,D,YPL042C
730,vertex,_id,MED4 transcription regulation mediator,730,T,YOR174W
731,vertex,_id,MED1 component of RNA polymerase II holoenzyme and mediator subcomplex,731,T,YPR070W
732,vertex,_id,CSE2 subunit of RNA polymerase II mediator complex,732,T,YNR010W
733,vertex,_id,SIN4 global regulator protein,733,B,YNL236W
734,vertex,_id,SSN2 DNA-directed RNA polymerase II holoenzyme and Srb10 CDK subcomplex subunit,734,T,YDR443C
735,vertex,_id,PGD1 mediator complex subunit,735,B,YGL025C
736,vertex,_id,SRB8 DNA-directed RNA polymerase II holoenzyme and Srb10 CDK subcomplex subunit,736,T,YCR081W
738,vertex,_id,SRB5 DNA-directed RNA polymerase II holoenzyme and Kornbergs mediator (SRB) subcomplex subunit,738,T,YGR104C
739,vertex,_id,SRB4 DNA-directed RNA polymerase II holoenzyme and Kornbergs mediator (SRB) subcomplex subunit,739,T,YER022W
741,vertex,_id,MED11 mediator complex subunit,741,T,YMR112C
742,vertex,_id,SEC34 required for vesicle tethering to the yeast Golgi apparatus,742,O,YER157W
743,vertex,_id,YIL077c hypothetical protein,743,U,YIL077C
744,vertex,_id,ADA2 general transcriptional adaptor or co-activator,744,B,YDR448W
745,vertex,_id,SRB7 DNA-directed RNA polymerase II holoenzyme and kornbergs mediator (SRB) subcomplex subunit,745,T,YDR308C
746,vertex,_id,FBA1 fructose-bisphosphate aldolase,746,E,YKL060C
747,vertex,_id,FAB1 phosphatidylinositol 3-phosphate 5-kinase,747,C,YFR019W
748,vertex,_id,TAF60 TFIID and SAGA subunit,748,B,YGL112C
749,vertex,_id,MET14 ATP adenosine-5-phosphosulfate 3-phosphotransferase,749,G,YKL001C
750,vertex,_id,MLH1 DNA mismatch repair protein,750,D,YMR167W
751,vertex,_id,PMS1 DNA mismatch repair protein,751,D,YNL082W
755,vertex,_id,"PET123 ribosomal protein,mitochondrial",755,P,YOR158W
757,vertex,_id,YMR158w weak similarity to E.coli ribosomal S8 protein,757,U,YMR158W
758,vertex,_id,"RSM7 similarity to bacterial,chloroplast and mitochondrial ribosomal protein S7",758,P,YJR113C
759,vertex,_id,"NAM9 ribosomal protein,mitochondrial",759,P,YNL137C
760,vertex,_id,RSM27 strong similarity to hypothetical S. pombe protein,760,U,YGR215W
762,vertex,_id,RSM25 weak similarity to S.pombe hypothetical protein SPBC16A3,762,U,YIL093C
763,vertex,_id,RSM23 similarity to S.pombe hypothetical protein SPBC29A3.15C - putative mitochondrial function,763,U,YGL129C
764,vertex,_id,RSM22 similarity to S. pombe SPAC1420.04c putative cytochrome c oxidase assembly protein,764,U,YKL155C
765,vertex,_id,YDR036c similarity to enoyl CoA hydratase,765,U,YDR036C
766,vertex,_id,"MRPS9 ribosomal protein S9 precursor,mitochondrial",766,P,YBR146W
767,vertex,_id,"MRPS5 ribosomal protein S5,mitochondrial",767,P,YBR251W
768,vertex,_id,YOR243c similarity to M.jannaschii hypothetical protein MJ0588,768,U,YOR243C
769,vertex,_id,RSM19 strong similarity to Mycoplasma ribosomal protein S19,769,P,YNR037C
771,vertex,_id,"MRP1 ribosomal protein of the small subunit,mitochondrial",771,P,YDR347W
772,vertex,_id,RSM10 component of the mitochondrial ribosomal small subunit,772,P,YDR041W
773,vertex,_id,MRP51 mitochondrial ribosomal protein of the small subunit,773,P,YPL118W
774,vertex,_id,YMR188c weak similarity to bacterial ribosomal protein S17,774,P,YMR188C
775,vertex,_id,"MRPL10 ribosomal protein of the large subunit,mitochondrial",775,P,YNL284C
777,vertex,_id,"MRPL16 ribosomal protein of the large subunit,mitochondrial",777,P,YBL038W
778,vertex,_id,"MRPL44 ribosomal protein YMR44,mitochondrial",778,P,YMR225C
779,vertex,_id,MHR1 Involved in mitochondrial homologous DNA recombination,779,D,YDR296W
781,vertex,_id,"MRPL36 ribosomal protein YmL36 precursor,mitochondrial",781,P,YBR122C
782,vertex,_id,"MRPL35 ribosomal protein YmL35 of the large subunit,mitochondrial",782,P,YDR322W
784,vertex,_id,"HRR25 casein kinase I,ser/thr/tyr protein kinase",784,D,YPL204W
786,vertex,_id,"MRPL7 ribosomal protein of the large subunit,mitochondrial",786,P,YDR237W
787,vertex,_id,"MRPL27 ribosomal protein YmL27 precursor,mitochondrial",787,P,YBR282W
788,vertex,_id,"MRPL6 ribosomal protein of the large subunit,mitochondrial",788,P,YHR147C
789,vertex,_id,"MRPL4 ribosomal protein,mitochondrial",789,P,YLR439W
790,vertex,_id,"MRPL24 ribosomal protein of the large subunit,mitochondrial",790,P,YMR193W
792,vertex,_id,"MRPL23 ribosomal protein of the large subunit,mitochondrial",792,P,YOR150W
793,vertex,_id,PET56 rRNA (guanosine-2-O-)-methyltransferase,793,T,YOR201C
794,vertex,_id,IMG2 required for Integrity of Mitochondrial Genome,794,C,YCR071C
795,vertex,_id,"IMG1 ribosomal protein,mitochondrial",795,P,YCR046C
796,vertex,_id,UGT51 sterol glucosyltransferase (UDP-glucose:sterol glucosyltransferase),796,M,YLR189C
797,vertex,_id,YPR100w weak similarity to C.elegans hypothetical protein CEC25A1,797,U,YPR100W
798,vertex,_id,"YML6 ribosomal protein,mitochondrial",798,P,YML025C
799,vertex,_id,BUD3 budding protein,799,C,YCL014W
801,vertex,_id,"MRPL8 ribosomal protein L17,mitochondrial",801,P,YJL063C
802,vertex,_id,SEC1 protein transport protein,802,O,YDR164C
803,vertex,_id,"MRPL20 ribosomal protein YmL20,mitochondrial",803,P,YKR085C
805,vertex,_id,"MRP20 ribosomal protein of the large subunit,mitochondrial",805,P,YDR405W
807,vertex,_id,"MRP49 ribosomal protein,mitochondrial",807,P,YKL167C
808,vertex,_id,"MRPL13 ribosomal protein YmL13,mitochondrial",808,P,YKR006C
809,vertex,_id,YGL064c similarity to YLR276c and YKR024c,809,U,YGL064C
810,vertex,_id,YDR115w similarity to bacterial ribosomal L34 proteins,810,P,YDR115W
811,vertex,_id,TAF90 TFIID and SAGA subunit,811,B,YBR198C
812,vertex,_id,"MRPL25 ribosomal protein YmL25,mitochondrial",812,P,YGR076C
813,vertex,_id,YPL183w-a strong similarity to mitochondrial and bacterial ribosomal L36 proteins,813,P,YPL183W-A
817,vertex,_id,MRP10 mitochondrial ribosomal protein,817,P,YDL045W-A
818,vertex,_id,TRF4 topoisomerase I-related protein,818,D,YOL115W
819,vertex,_id,UBP10 derepression of telomeric silencing,819,B,YNL186W
821,vertex,_id,YGR150c similarity to PIR:T39838 hypothetical protein SPBC19G7.07c S. pombe,821,U,YGR150C
824,vertex,_id,YBR025c strong similarity to Ylf1p,824,U,YBR025C
826,vertex,_id,TIF2 translation initiation factor eIF4A,826,P,YJL138C
827,vertex,_id,MSH6 DNA mismatch repair protein,827,D,YDR097C
829,vertex,_id,MEC1 cell cycle checkpoint protein,829,D,YBR136W
830,vertex,_id,RAD52 recombination and DNA repair protein,830,D,YML032C
833,vertex,_id,RAD16 nucleotide excision repair protein,833,D,YBR114W
834,vertex,_id,MGM101 mitochondrial genome maintenance protein,834,D,YJR144W
835,vertex,_id,MSH3 DNA mismatch repair protein,835,D,YCR092C
836,vertex,_id,"RFA3 DNA replication factor A,13 KD subunit",836,D,YJL173C
837,vertex,_id,"RFA2 DNA replication factor A,36 kDa subunit",837,D,YNL312W
838,vertex,_id,SGS1 DNA helicase,838,D,YMR190C
839,vertex,_id,YDL156w weak similarity to Pas7p,839,U,YDL156W
840,vertex,_id,"MSW1 tryptophanyl-tRNA synthetase,mitochondrial",840,P,YDR268W
841,vertex,_id,MSY1 tyrosyl-tRNA synthetase,841,P,YPL097W
842,vertex,_id,MTO1 strong similarity to gidA E.coli protein,842,P,YGL236C
