_id,_inV,_label,_outV,_type,item
11618,1202,T-T,1204,edge,_label
11619,1206,O-O,1206,edge,_label
11620,1206,O-O,1206,edge,_label
11658,1208,E-B,1478,edge,_label
11666,1208,R-B,2121,edge,_label
11677,1213,B-B,1213,edge,_label
11706,1229,B-F,1232,edge,_label
11720,1235,B-B,1275,edge,_label
11755,1915,T-U,1250,edge,_label
11763,1726,T-C,1254,edge,_label
11769,2277,U-U,1255,edge,_label
11775,2006,T-U,1256,edge,_label
11831,1896,P-D,1285,edge,_label
11840,1289,T-T,1290,edge,_label
11846,1289,T-T,1293,edge,_label
11860,1299,G-G,1300,edge,_label
11869,1308,C-C,1308,edge,_label
11871,1309,C-C,1308,edge,_label
11875,1585,C-C,1308,edge,_label
11892,1310,E-C,1478,edge,_label
11900,1310,C-C,1680,edge,_label
11928,1311,A-M,1320,edge,_label
11935,1912,M-B,1311,edge,_label
11942,1311,U-M,2261,edge,_label
11959,1327,B-T,1326,edge,_label
11970,1331,F-G,1817,edge,_label
12000,1337,C-F,1345,edge,_label
12009,1870,F-U,1337,edge,_label
12018,1345,R-C,1900,edge,_label
12021,2084,C-U,1345,edge,_label
12035,1554,M-C,1350,edge,_label
12036,1350,C-M,1554,edge,_label
12065,1357,A-A,1357,edge,_label
12066,1357,A-A,1357,edge,_label
12067,1358,A-A,1357,edge,_label
12076,1358,D-A,1614,edge,_label
12097,1369,O-O,1368,edge,_label
12106,1372,O-C,1373,edge,_label
12112,1375,U-D,1961,edge,_label
12134,1377,F-D,1646,edge,_label
12153,1380,U-U,1380,edge,_label
12154,1380,U-U,1380,edge,_label
12155,1625,U-R,1380,edge,_label
12243,1405,M-M,1405,edge,_label
12244,1405,M-M,1405,edge,_label
12284,1420,T-T,2022,edge,_label
12285,1421,U-U,1421,edge,_label
12286,1421,U-U,1421,edge,_label
12305,1983,P-U,1434,edge,_label
12308,1434,O-P,2144,edge,_label
12425,1446,U-U,1446,edge,_label
12426,1446,U-U,1446,edge,_label
12434,1449,D-M,1896,edge,_label
12475,1471,U-U,1471,edge,_label
12476,1471,U-U,1471,edge,_label
12492,1476,U-F,1870,edge,_label
12506,1476,D-F,2308,edge,_label
12533,2030,A-P,1480,edge,_label
12535,2152,A-F,1480,edge,_label
12540,1482,F-E,2238,edge,_label
12559,1545,E-E,1487,edge,_label
12569,1931,E-M,1487,edge,_label
12575,2162,E-U,1487,edge,_label
12576,1487,U-E,2162,edge,_label
12588,1489,F-P,2238,edge,_label
12599,1613,E-U,1493,edge,_label
12608,1493,T-E,2022,edge,_label
12616,1494,B-O,1714,edge,_label
12658,1502,U-U,1513,edge,_label
12660,1502,U-U,1613,edge,_label
12662,1502,U-U,1679,edge,_label
12672,1502,U-U,2315,edge,_label
12688,1507,D-C,1510,edge,_label
12698,1508,F-O,1920,edge,_label
12706,1509,G-O,1682,edge,_label
12711,1880,O-D,1509,edge,_label
12713,1983,O-U,1509,edge,_label
12714,1509,U-O,1983,edge,_label
12727,1515,U-U,1513,edge,_label
12745,1993,A-U,1516,edge,_label
12786,1520,F-T,2238,edge,_label
12799,2127,D-C,1523,edge,_label
12807,2056,A-C,1526,edge,_label
12808,1526,C-A,2056,edge,_label
12831,1680,E-C,1534,edge,_label
12851,1808,E-B,1545,edge,_label
12854,1545,P-E,1852,edge,_label
12873,1714,M-B,1549,edge,_label
12875,2022,M-T,1550,edge,_label
12881,2022,R-T,1551,edge,_label
12886,1554,E-C,1616,edge,_label
12887,1646,C-F,1554,edge,_label
12898,1554,M-C,1699,edge,_label
12900,1554,F-C,1700,edge,_label
12930,1557,D-E,2257,edge,_label
12939,1564,D-F,1560,edge,_label
12958,1563,C-F,1999,edge,_label
12965,2321,F-G,1564,edge,_label
12996,1577,B-M,1912,edge,_label
12997,1972,M-U,1577,edge,_label
13002,1577,F-M,2152,edge,_label
13038,1587,D-F,1923,edge,_label
13062,1590,C-O,1680,edge,_label
13065,1817,O-F,1590,edge,_label
13067,1948,O-D,1590,edge,_label
13099,1966,M-R,1594,edge,_label
13101,2267,M-U,1594,edge,_label
13129,1680,R-C,1600,edge,_label
13162,1605,F-F,2238,edge,_label
13228,1615,U-F,1841,edge,_label
13238,1615,C-F,2220,edge,_label
13267,1637,F-M,1621,edge,_label
13274,1621,U-F,1762,edge,_label
13281,1972,F-U,1621,edge,_label
13288,1624,C-F,2114,edge,_label
13311,1665,U-F,1629,edge,_label
13320,1630,U-U,1978,edge,_label
13324,1631,U-U,1632,edge,_label
13337,2086,B-B,1638,edge,_label
13338,1638,B-B,2086,edge,_label
13361,1942,D-D,1645,edge,_label
13363,1943,D-O,1645,edge,_label
13388,1646,U-F,2267,edge,_label
13392,1647,U-C,1691,edge,_label
13399,1948,C-D,1647,edge,_label
13441,1910,F-F,1665,edge,_label
13446,1665,U-F,1944,edge,_label
13452,1665,D-F,2018,edge,_label
13454,1665,D-F,2035,edge,_label
13458,1665,F-F,2117,edge,_label
13470,1666,U-F,1869,edge,_label
13473,1912,F-B,1666,edge,_label
13481,2117,F-F,1666,edge,_label
13485,1668,R-F,1667,edge,_label
13501,1677,B-M,1674,edge,_label
13519,1681,C-U,1680,edge,_label
13529,1686,C-D,1680,edge,_label
13535,1689,C-U,1680,edge,_label
13536,1680,U-C,1689,edge,_label
13540,1680,U-C,1691,edge,_label
13572,1695,D-G,2334,edge,_label
13579,1709,U-U,1707,edge,_label
13581,1710,U-U,1707,edge,_label
13619,1764,U-F,1720,edge,_label
13633,1726,C-C,1725,edge,_label
13665,1896,M-D,1739,edge,_label
13676,1739,D-M,2273,edge,_label
13693,1983,R-U,1752,edge,_label
13706,1756,D-U,2299,edge,_label
13711,1766,U-T,1765,edge,_label
13729,2260,P-T,1769,edge,_label
13746,1775,D-F,2010,edge,_label
13747,2193,F-E,1775,edge,_label
13752,1778,C-E,1905,edge,_label
13753,2090,M-C,1779,edge,_label
13757,2273,M-D,1781,edge,_label
13785,2193,M-E,1793,edge,_label
13788,1795,T-G,2022,edge,_label
13790,1802,F-T,1817,edge,_label
13808,1817,U-F,1818,edge,_label
13814,1817,M-F,1821,edge,_label
13818,1817,U-F,1823,edge,_label
13834,1828,T-D,1830,edge,_label
13844,1831,U-D,1833,edge,_label
13857,1842,U-M,1841,edge,_label
13865,2276,D-D,1847,edge,_label
13866,1847,D-D,2276,edge,_label
13885,2114,M-C,1858,edge,_label
13888,1861,U-U,1972,edge,_label
13903,2302,F-F,1876,edge,_label
13913,1886,F-U,1882,edge,_label
13929,2061,D-F,1896,edge,_label
13961,1907,C-G,1905,edge,_label
13963,1908,C-E,1905,edge,_label
13987,2180,B-U,1912,edge,_label
13990,1912,U-B,2181,edge,_label
14003,2247,T-B,1917,edge,_label
14046,1950,D-U,2143,edge,_label
14091,1973,U-A,1972,edge,_label
14112,1983,U-U,1985,edge,_label
14118,1983,M-U,1988,edge,_label
14144,2006,U-U,2320,edge,_label
14147,2011,D-T,2010,edge,_label
14165,2028,T-O,2022,edge,_label
14173,2033,P-U,2030,edge,_label
14197,2264,E-A,2054,edge,_label
14213,2143,M-D,2065,edge,_label
14227,2085,U-M,2084,edge,_label
14241,2120,D-D,2119,edge,_label
14243,2121,D-R,2119,edge,_label
14251,2127,C-C,2126,edge,_label
14281,2163,U-U,2162,edge,_label
14303,2210,C-T,2209,edge,_label
14322,2257,T-D,2259,edge,_label
14338,2291,O-U,2292,edge,_label
3,2,T-T,1,edge,_label
4,1,T-T,2,edge,_label
40,4,C-M,195,edge,_label
69,224,C-U,6,edge,_label
70,6,U-C,224,edge,_label
83,941,C-E,6,edge,_label
86,6,C-C,997,edge,_label
88,6,F-C,1113,edge,_label
94,6,D-C,1180,edge,_label
97,1182,C-U,6,edge,_label
105,1186,C-U,6,edge,_label
128,6,M-C,1579,edge,_label
133,57,F-O,7,edge,_label
143,811,F-B,7,edge,_label
161,9,M-M,9,edge,_label
162,9,M-M,9,edge,_label
165,11,M-P,10,edge,_label
170,10,D-M,2021,edge,_label
180,11,P-P,168,edge,_label
205,14,M-G,12,edge,_label
221,1659,T-O,13,edge,_label
353,392,D-D,27,edge,_label
372,31,B-O,183,edge,_label
383,714,O-D,31,edge,_label
392,31,U-O,1346,edge,_label
407,1934,O-U,31,edge,_label
413,2251,O-D,31,edge,_label
414,31,D-O,2251,edge,_label
416,31,D-O,2273,edge,_label
424,33,O-O,34,edge,_label
430,33,G-O,37,edge,_label
434,33,T-O,39,edge,_label
436,35,O-O,38,edge,_label
461,1640,O-M,35,edge,_label
463,1767,O-F,35,edge,_label
470,35,U-O,1875,edge,_label
488,37,D-G,946,edge,_label
492,37,P-G,1106,edge,_label
515,1100,T-P,39,edge,_label
545,47,O-O,44,edge,_label
570,46,T-T,302,edge,_label
579,1028,T-U,46,edge,_label
580,46,U-T,1028,edge,_label
582,46,B-T,1208,edge,_label
589,48,O-O,48,edge,_label
643,54,O-O,54,edge,_label
644,54,O-O,54,edge,_label
653,195,O-C,54,edge,_label
673,59,O-C,57,edge,_label
683,222,O-C,57,edge,_label
711,1522,O-O,57,edge,_label
729,1966,O-R,57,edge,_label
757,1025,E-T,58,edge,_label
793,61,D-U,60,edge,_label
811,203,U-U,61,edge,_label
816,61,T-U,301,edge,_label
828,61,P-U,418,edge,_label
834,61,U-U,423,edge,_label
839,430,U-U,61,edge,_label
841,433,U-T,61,edge,_label
846,61,O-U,443,edge,_label
868,61,O-U,656,edge,_label
900,61,D-U,2257,edge,_label
914,63,O-O,849,edge,_label
928,64,U-P,163,edge,_label
931,170,P-P,64,edge,_label
940,64,U-P,417,edge,_label
943,649,P-U,64,edge,_label
948,64,D-P,1136,edge,_label
976,68,D-G,69,edge,_label
979,71,G-M,68,edge,_label
982,68,R-G,72,edge,_label
985,74,G-R,68,edge,_label
993,663,G-U,68,edge,_label
997,1041,G-D,68,edge,_label
998,68,D-G,1041,edge,_label
1003,2084,G-U,68,edge,_label
1009,181,D-B,69,edge,_label
1012,69,C-D,195,edge,_label
1026,69,U-D,867,edge,_label
1027,874,D-C,69,edge,_label
1064,71,G-M,143,edge,_label
1107,1041,R-D,72,edge,_label
1113,584,F-F,73,edge,_label
1117,586,F-F,73,edge,_label
1137,2143,F-D,73,edge,_label
1143,1041,R-D,74,edge,_label
1311,90,C-C,90,edge,_label
1312,90,C-C,90,edge,_label
1315,92,C-D,90,edge,_label
1323,188,D-D,92,edge,_label
1346,93,O-O,102,edge,_label
1358,94,M-M,664,edge,_label
1366,94,D-M,1221,edge,_label
1369,102,O-O,95,edge,_label
1393,104,F-F,104,edge,_label
1394,104,F-F,104,edge,_label
1404,107,E-C,109,edge,_label
1405,110,C-M,107,edge,_label
1458,113,C-M,425,edge,_label
1481,349,U-U,116,edge,_label
1499,995,R-P,117,edge,_label
1507,272,C-T,118,edge,_label
1525,119,C-C,119,edge,_label
1530,120,U-U,121,edge,_label
1570,120,U-U,203,edge,_label
1598,120,D-U,834,edge,_label
1610,120,U-U,1135,edge,_label
1643,165,U-T,121,edge,_label
1663,165,U-T,122,edge,_label
1686,123,P-U,126,edge,_label
1693,134,U-D,123,edge,_label
1730,126,U-P,132,edge,_label
1745,169,P-U,126,edge,_label
1749,241,P-U,126,edge,_label
1762,126,B-P,247,edge,_label
1773,253,P-P,126,edge,_label
1796,126,D-P,2040,edge,_label
1836,130,U-U,131,edge,_label
1843,249,U-U,130,edge,_label
1856,130,P-U,1106,edge,_label
1858,130,O-U,2017,edge,_label
1865,134,U-D,131,edge,_label
1872,131,U-U,138,edge,_label
1878,131,U-U,171,edge,_label
1879,203,U-U,131,edge,_label
1905,134,U-D,132,edge,_label
1906,132,D-U,134,edge,_label
1917,443,U-O,132,edge,_label
1920,132,B-U,537,edge,_label
1969,134,D-D,134,edge,_label
1970,134,D-D,134,edge,_label
2007,459,U-T,135,edge,_label
2020,135,U-U,884,edge,_label
2022,135,U-U,1021,edge,_label
2023,1249,U-C,135,edge,_label
2031,1441,U-U,135,edge,_label
2032,135,U-U,1441,edge,_label
2033,1808,U-B,135,edge,_label
2041,2040,U-D,135,edge,_label
2046,135,D-U,2257,edge,_label
2080,137,O-T,400,edge,_label
2081,490,T-T,137,edge,_label
2097,243,U-D,138,edge,_label
2101,252,U-U,138,edge,_label
2104,138,C-U,290,edge,_label
2119,985,U-B,138,edge,_label
2120,138,B-U,985,edge,_label
2124,138,P-U,1106,edge,_label
2139,2017,U-O,138,edge,_label
2149,142,C-C,139,edge,_label
2161,611,G-M,143,edge,_label
2162,143,M-G,611,edge,_label
2236,146,T-T,845,edge,_label
2424,150,T-T,155,edge,_label
2435,263,T-P,150,edge,_label
2452,150,F-T,939,edge,_label
2459,1392,U-U,151,edge,_label
2460,151,U-U,1392,edge,_label
2464,152,T-T,155,edge,_label
2465,254,T-D,152,edge,_label
2481,156,U-O,153,edge,_label
2488,153,T-U,159,edge,_label
2493,170,U-P,153,edge,_label
2499,365,U-T,153,edge,_label
2502,153,T-U,367,edge,_label
2509,690,U-T,153,edge,_label
2521,1136,U-D,153,edge,_label
2526,153,T-U,1202,edge,_label
2534,153,T-U,1254,edge,_label
2535,1255,U-U,153,edge,_label
2541,1258,U-D,153,edge,_label
2551,845,T-T,154,edge,_label
2555,1202,T-T,154,edge,_label
2561,161,T-P,155,edge,_label
2599,1651,O-O,156,edge,_label
2600,156,O-O,1651,edge,_label
2614,158,D-O,254,edge,_label
2621,365,O-T,158,edge,_label
2622,158,T-O,365,edge,_label
2623,581,O-T,158,edge,_label
2627,988,O-T,158,edge,_label
2628,158,T-O,988,edge,_label
2636,158,T-O,1202,edge,_label
2642,159,P-T,1261,edge,_label
2662,161,T-P,490,edge,_label
2665,826,P-P,161,edge,_label
2735,418,U-P,163,edge,_label
2737,420,U-T,163,edge,_label
2744,163,C-U,425,edge,_label
2760,163,T-U,640,edge,_label
2762,163,U-U,642,edge,_label
2794,164,C-T,644,edge,_label
2807,203,T-U,165,edge,_label
2813,252,T-U,165,edge,_label
2826,165,T-T,490,edge,_label
2839,985,T-B,165,edge,_label
2862,166,T-T,543,edge,_label
2880,166,T-T,2278,edge,_label
2914,168,P-P,253,edge,_label
2915,272,P-T,168,edge,_label
2924,168,P-P,995,edge,_label
2925,996,P-P,168,edge,_label
2937,302,U-T,169,edge,_label
2942,169,T-U,490,edge,_label
2958,169,U-U,1915,edge,_label
2972,170,B-P,237,edge,_label
2981,493,P-P,170,edge,_label
2983,498,P-P,170,edge,_label
2996,170,T-P,1011,edge,_label
3010,170,D-P,2112,edge,_label
3017,428,U-U,171,edge,_label
3019,490,U-T,171,edge,_label
3025,1412,U-U,171,edge,_label
3069,1038,T-D,174,edge,_label
3086,176,B-B,811,edge,_label
3099,1232,B-B,176,edge,_label
3102,176,B-B,1233,edge,_label
3107,1275,B-B,176,edge,_label
3114,178,D-D,1038,edge,_label
3123,183,B-B,179,edge,_label
3167,1912,B-B,181,edge,_label
3176,183,D-B,947,edge,_label
3181,2078,B-U,183,edge,_label
3222,185,O-P,520,edge,_label
3238,185,D-P,1038,edge,_label
3299,867,D-U,188,edge,_label
3309,191,D-C,189,edge,_label
3313,193,D-M,189,edge,_label
3324,189,F-D,1767,edge,_label
3343,312,D-D,190,edge,_label
3348,190,T-D,1252,edge,_label
3366,192,E-D,1602,edge,_label
3368,194,D-D,194,edge,_label
3375,198,D-D,194,edge,_label
3376,194,D-D,198,edge,_label
3397,1707,C-U,195,edge,_label
3399,1861,C-U,195,edge,_label
3402,195,U-C,2252,edge,_label
3415,1739,C-M,196,edge,_label
3416,196,M-C,1739,edge,_label
3428,196,P-C,2344,edge,_label
3453,199,P-P,199,edge,_label
3454,199,P-P,199,edge,_label
3463,372,P-C,199,edge,_label
3465,492,P-U,199,edge,_label
3470,199,B-P,537,edge,_label
3473,732,P-T,199,edge,_label
3474,199,T-P,732,edge,_label
3476,199,P-P,826,edge,_label
3496,199,R-P,1625,edge,_label
3510,199,T-P,2022,edge,_label
3528,201,U-C,1452,edge,_label
3552,203,B-U,549,edge,_label
3554,203,C-U,644,edge,_label
3573,204,B-B,204,edge,_label
3574,204,B-B,204,edge,_label
3583,874,T-C,208,edge,_label
3713,323,O-O,210,edge,_label
3718,210,O-O,325,edge,_label
3719,369,O-T,210,edge,_label
3724,210,E-O,684,edge,_label
3725,775,O-P,210,edge,_label
3740,210,F-O,1615,edge,_label
3814,213,O-G,399,edge,_label
3818,213,O-G,520,edge,_label
3830,213,C-G,1554,edge,_label
3835,214,B-B,214,edge,_label
3856,214,M-B,1095,edge,_label
3919,2015,E-U,220,edge,_label
3938,224,T-U,1046,edge,_label
3954,226,D-D,1571,edge,_label
3978,227,C-C,236,edge,_label
4010,229,T-D,1010,edge,_label
4012,229,M-D,1311,edge,_label
4019,232,C-C,231,edge,_label
4054,231,E-C,971,edge,_label
4067,1307,C-U,231,edge,_label
4070,231,F-C,1333,edge,_label
4076,231,C-C,1680,edge,_label
4077,1756,C-U,231,edge,_label
4078,231,U-C,1756,edge,_label
4087,1279,C-C,232,edge,_label
4091,1614,C-D,232,edge,_label
4112,234,C-B,236,edge,_label
4117,338,B-D,234,edge,_label
4174,238,O-P,398,edge,_label
4185,1285,P-P,238,edge,_label
4192,238,B-P,1326,edge,_label
4202,238,U-P,2078,edge,_label
4214,239,O-T,399,edge,_label
4231,1915,T-U,239,edge,_label
4254,243,U-D,252,edge,_label
4258,243,T-D,442,edge,_label
4289,1915,U-U,245,edge,_label
4310,248,T-T,442,edge,_label
4324,249,P-U,996,edge,_label
4326,249,P-U,1106,edge,_label
4336,252,U-U,252,edge,_label
4339,290,U-C,252,edge,_label
4346,252,T-U,442,edge,_label
4351,445,U-U,252,edge,_label
4406,252,D-U,2257,edge,_label
4414,253,P-P,497,edge,_label
4433,2267,P-U,253,edge,_label
4444,254,R-D,258,edge,_label
4468,254,U-D,270,edge,_label
4519,263,D-P,261,edge,_label
4529,314,D-T,261,edge,_label
4539,992,U-T,262,edge,_label
4543,268,P-T,263,edge,_label
4621,492,T-U,268,edge,_label
4624,268,T-T,545,edge,_label
4658,272,D-T,275,edge,_label
4666,272,U-T,279,edge,_label
4670,272,T-T,281,edge,_label
4687,299,D-T,275,edge,_label
4698,275,U-D,530,edge,_label
4708,275,U-D,2261,edge,_label
4716,276,B-F,593,edge,_label
4722,276,D-F,833,edge,_label
4729,1053,F-T,276,edge,_label
4739,399,E-O,277,edge,_label
4769,1647,D-C,278,edge,_label
4774,278,U-D,2131,edge,_label
4877,293,T-T,284,edge,_label
4888,285,T-T,286,edge,_label
4891,288,T-U,285,edge,_label
4893,289,T-T,285,edge,_label
4904,285,U-T,320,edge,_label
4945,290,T-C,287,edge,_label
4953,294,T-T,287,edge,_label
4989,293,T-T,289,edge,_label
5001,1003,T-T,289,edge,_label
5021,784,C-D,290,edge,_label
5048,290,U-C,1533,edge,_label
5053,1536,C-O,290,edge,_label
5067,292,U-T,291,edge,_label
5073,316,U-T,291,edge,_label
5074,291,T-U,316,edge,_label
5075,474,U-T,291,edge,_label
5085,294,T-T,292,edge,_label
5103,543,T-T,293,edge,_label
5104,293,T-T,543,edge,_label
5115,317,T-T,294,edge,_label
5119,474,T-T,294,edge,_label
5135,359,O-R,296,edge,_label
5140,296,O-O,520,edge,_label
5175,663,T-U,299,edge,_label
5201,318,T-O,301,edge,_label
5212,301,T-T,1225,edge,_label
5225,318,T-O,302,edge,_label
5235,549,T-B,302,edge,_label
5248,302,U-T,1016,edge,_label
5255,1136,T-D,302,edge,_label
5258,302,B-T,1208,edge,_label
5268,302,F-T,1497,edge,_label
5282,302,T-T,1805,edge,_label
5288,302,B-T,1976,edge,_label
5289,2053,T-D,302,edge,_label
5293,2107,T-U,302,edge,_label
5348,307,P-P,995,edge,_label
5355,315,T-T,315,edge,_label
5358,315,T-T,316,edge,_label
5376,318,O-O,1151,edge,_label
5418,325,G-O,429,edge,_label
5447,2256,E-U,328,edge,_label
5451,2334,E-D,328,edge,_label
5475,333,E-E,330,edge,_label
5491,854,F-D,334,edge,_label
5494,334,P-F,995,edge,_label
5502,334,U-F,1613,edge,_label
5504,334,C-F,1647,edge,_label
5514,334,U-F,2012,edge,_label
5530,336,T-B,1010,edge,_label
5559,341,M-T,339,edge,_label
5570,339,T-M,346,edge,_label
5576,339,T-M,382,edge,_label
5586,341,T-T,344,edge,_label
5589,347,T-U,341,edge,_label
5595,383,T-D,341,edge,_label
5598,341,U-T,384,edge,_label
5621,1129,T-T,344,edge,_label
5628,345,T-M,382,edge,_label
5635,348,T-T,346,edge,_label
5639,383,T-D,346,edge,_label
5653,1129,U-T,347,edge,_label
5655,382,T-T,348,edge,_label
5662,349,U-U,349,edge,_label
5699,669,D-P,352,edge,_label
5709,1055,D-D,352,edge,_label
5715,1498,D-F,352,edge,_label
5718,352,E-D,1557,edge,_label
5726,352,C-D,2127,edge,_label
5737,1606,D-C,353,edge,_label
5758,356,D-D,356,edge,_label
5762,356,D-D,394,edge,_label
5767,357,T-T,357,edge,_label
5768,357,T-T,357,edge,_label
5771,359,T-R,357,edge,_label
5780,357,O-T,1960,edge,_label
5786,358,T-T,1520,edge,_label
5796,359,U-R,1452,edge,_label
5820,365,T-T,371,edge,_label
5821,688,T-T,365,edge,_label
5831,988,T-T,366,edge,_label
5850,367,T-T,1202,edge,_label
5879,1802,T-T,369,edge,_label
5880,369,T-T,1802,edge,_label
5885,992,T-T,370,edge,_label
5890,370,T-T,1201,edge,_label
5911,372,C-C,372,edge,_label
5929,373,C-C,373,edge,_label
5930,373,C-C,373,edge,_label
6015,784,E-D,378,edge,_label
6029,384,T-U,382,edge,_label
6041,385,D-D,385,edge,_label
6042,385,D-D,385,edge,_label
6063,2215,U-U,387,edge,_label
6113,874,T-C,390,edge,_label
6133,1091,T-T,390,edge,_label
6140,390,T-T,1120,edge,_label
6178,395,O-P,627,edge,_label
6193,456,O-O,398,edge,_label
6195,485,O-A,398,edge,_label
6239,873,O-U,399,edge,_label
6248,399,F-O,962,edge,_label
6256,399,C-O,997,edge,_label
6263,1001,O-B,399,edge,_label
6264,399,B-O,1001,edge,_label
6307,408,U-U,406,edge,_label
6323,1188,U-C,407,edge,_label
6351,420,F-T,416,edge,_label
6357,423,F-U,416,edge,_label
6365,427,F-U,416,edge,_label
6367,428,F-U,416,edge,_label
6368,416,U-F,428,edge,_label
6373,431,F-R,416,edge,_label
6378,416,T-F,433,edge,_label
6386,416,P-F,995,edge,_label
6397,422,U-U,417,edge,_label
6419,422,U-U,422,edge,_label
6420,422,U-U,422,edge,_label
6425,492,U-U,422,edge,_label
6426,422,U-U,492,edge,_label
6427,544,U-U,422,edge,_label
6432,422,D-U,784,edge,_label
6436,422,U-U,1412,edge,_label
6439,1414,U-T,422,edge,_label
6444,422,C-U,1838,edge,_label
6451,428,C-U,425,edge,_label
6471,1915,C-U,425,edge,_label
6496,427,U-U,428,edge,_label
6501,1019,U-T,427,edge,_label
6504,427,U-U,1028,edge,_label
6516,428,T-U,640,edge,_label
6520,428,U-U,642,edge,_label
6534,428,C-U,799,edge,_label
6563,632,G-E,429,edge,_label
6568,429,O-G,699,edge,_label
6585,2099,U-U,430,edge,_label
6616,439,U-D,440,edge,_label
6624,439,C-D,1181,edge,_label
6652,442,U-T,491,edge,_label
6658,442,T-T,652,edge,_label
6662,442,U-T,879,edge,_label
6672,442,U-T,1108,edge,_label
6722,446,U-M,1921,edge,_label
6745,453,O-O,453,edge,_label
6746,453,O-O,453,edge,_label
6762,453,O-O,1150,edge,_label
6781,458,O-O,456,edge,_label
6814,462,U-C,867,edge,_label
6861,466,O-O,466,edge,_label
6862,466,O-O,466,edge,_label
6876,474,U-T,475,edge,_label
6881,543,T-T,474,edge,_label
6882,474,T-T,543,edge,_label
6894,478,T-F,481,edge,_label
6900,478,P-F,659,edge,_label
6902,478,E-F,941,edge,_label
6926,478,T-F,2022,edge,_label
6935,1288,T-T,480,edge,_label
6959,566,F-T,486,edge,_label
6963,584,F-F,486,edge,_label
6964,486,F-F,584,edge,_label
6974,486,F-F,1034,edge,_label
6977,1117,F-F,486,edge,_label
6978,486,F-F,1117,edge,_label
6981,1817,F-F,486,edge,_label
6991,491,T-U,490,edge,_label
6994,490,U-T,492,edge,_label
7003,697,U-T,491,edge,_label
7011,2010,U-D,491,edge,_label
7020,492,U-U,642,edge,_label
7079,1392,P-U,493,edge,_label
7085,496,P-P,494,edge,_label
7103,593,E-B,495,edge,_label
7109,1281,E-A,495,edge,_label
7159,501,P-P,498,edge,_label
7169,499,P-P,499,edge,_label
7170,499,P-P,499,edge,_label
7183,784,P-D,499,edge,_label
7185,936,P-O,499,edge,_label
7202,499,E-P,1578,edge,_label
7204,499,M-P,1579,edge,_label
7209,1655,P-E,499,edge,_label
7216,499,B-P,1714,edge,_label
7285,679,T-T,504,edge,_label
7288,504,B-T,811,edge,_label
7301,505,T-T,505,edge,_label
7302,505,T-T,505,edge,_label
7306,505,T-T,509,edge,_label
7308,505,T-T,672,edge,_label
7451,988,T-T,509,edge,_label
7467,1038,P-D,510,edge,_label
7477,513,O-O,513,edge,_label
7478,513,O-O,513,edge,_label
7531,524,C-C,524,edge,_label
7532,524,C-C,524,edge,_label
7536,524,U-C,1515,edge,_label
7537,1616,C-E,524,edge,_label
7540,524,A-C,1718,edge,_label
7551,529,M-M,529,edge,_label
7552,529,M-M,529,edge,_label
7608,537,U-B,1597,edge,_label
7612,539,M-B,1573,edge,_label
7618,540,U-F,542,edge,_label
7619,549,F-B,540,edge,_label
7625,1915,F-U,540,edge,_label
7661,1915,U-U,544,edge,_label
7672,544,D-U,2257,edge,_label
7685,550,B-M,549,edge,_label
7696,549,G-B,555,edge,_label
7730,549,B-B,1001,edge,_label
7744,549,P-B,2030,edge,_label
7757,2268,M-U,550,edge,_label
7768,554,B-U,1020,edge,_label
7785,1378,G-D,555,edge,_label
7811,875,T-T,566,edge,_label
7816,566,O-T,1031,edge,_label
7820,566,B-T,1040,edge,_label
7844,566,T-T,1091,edge,_label
7849,1487,T-E,566,edge,_label
7850,566,E-T,1487,edge,_label
7863,1544,T-E,566,edge,_label
7868,566,E-T,1546,edge,_label
7933,2119,A-D,574,edge,_label
7964,580,T-U,581,edge,_label
8008,584,F-F,963,edge,_label
8071,586,F-F,586,edge,_label
8093,1113,F-F,586,edge,_label
8094,586,F-F,1113,edge,_label
8111,1983,F-U,586,edge,_label
8124,587,U-F,1346,edge,_label
8126,587,M-F,1350,edge,_label
8134,588,F-F,925,edge,_label
8142,588,D-F,1038,edge,_label
8145,1043,F-U,588,edge,_label
8147,1111,F-F,588,edge,_label
8148,588,F-F,1111,edge,_label
8149,1112,F-F,588,edge,_label
8163,1501,F-P,588,edge,_label
8164,588,P-F,1501,edge,_label
8165,1509,F-O,588,edge,_label
8169,1624,F-F,588,edge,_label
8355,609,D-D,603,edge,_label
8358,603,U-D,610,edge,_label
8359,1707,D-U,609,edge,_label
8378,611,R-M,1966,edge,_label
8393,874,U-C,620,edge,_label
8400,622,U-B,867,edge,_label
8415,627,O-O,627,edge,_label
8451,1631,O-U,627,edge,_label
8464,627,E-O,1655,edge,_label
8471,1659,O-O,627,edge,_label
8472,627,O-O,1659,edge,_label
8481,664,C-M,628,edge,_label
8483,925,C-F,628,edge,_label
8494,628,D-C,1038,edge,_label
8495,1100,C-P,628,edge,_label
8514,631,E-E,632,edge,_label
8516,631,G-E,633,edge,_label
8519,982,E-U,631,edge,_label
8521,1022,E-U,631,edge,_label
8529,1896,E-D,631,edge,_label
8535,632,E-E,632,edge,_label
8536,632,E-E,632,edge,_label
8567,644,D-C,641,edge,_label
8580,642,U-U,1022,edge,_label
8581,1028,U-U,642,edge,_label
8584,642,T-U,1129,edge,_label
8590,643,C-D,644,edge,_label
8609,648,C-U,644,edge,_label
8612,644,U-C,649,edge,_label
